timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_compression,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1737127014.6656864, 1737127014.9072816, 1737127015.0836933, 1737127015.266909, 1737127015.4383698]",1737127015.9530263,1737127015.9531765,1737127017.6576037,1737127017.6730702,1737127017.7703793,1.0,5,0.6374619007110596,0.05292105674743652,0.0873713493347168,0.17148399353027344,0.21351838111877441,0.39092230796813965,"[0.11485719680786133, 0.20795536041259766]",200000,"[9600000, 354000, 634704]","[48.0, 1.77, 3.17352]",1737127017
"[1737127015.7837021, 1737127015.9545355, 1737127016.1242568, 1737127016.306252, 1737127016.6423302]",1737127017.0056455,1737127017.0058398,1737127018.880902,1737127018.8911207,1737127018.9117615,1.0,5,0.7824306488037109,0.03728508949279785,0.047106027603149414,0.34052538871765137,0.26858043670654297,0.3024709224700928,"[0.12051844596862793, 0.21454596519470215]",200000,"[9600000, 363512, 647064]","[48.0, 1.81756, 3.23532]",1737127018
"[1737127016.8263102, 1737127017.0067356, 1737127017.17806, 1737127017.3523846, 1737127017.5240872]",1737127017.8963916,1737127017.8965137,1737127019.9560304,1737127019.9705567,1737127019.9900064,1.0,5,0.9755635261535645,0.06267118453979492,0.17279744148254395,0.2509756088256836,0.22443342208862305,0.26235151290893555,"[0.11372089385986328, 0.20191693305969238]",200000,"[9600000, 349656, 616632]","[48.0, 1.74828, 3.08316]",1737127019
"[1737127017.709975, 1737127017.8846402, 1737127018.055182, 1737127018.3933082, 1737127018.5676386]",1737127018.880778,1737127018.8849282,1737127020.9533927,1737127020.9621248,1737127020.9812686,1.0,5,0.4918034076690674,0.09497785568237305,0.5153319835662842,0.32581162452697754,0.673656702041626,0.2730898857116699,"[0.12255287170410156, 0.2149062156677246]",200000,"[9600000, 351560, 626248]","[48.0, 1.7578, 3.13124]",1737127020
"[1737127018.7182167, 1737127018.8762834, 1737127019.0532935, 1737127019.3802423, 1737127019.563909]",1737127019.9368658,1737127019.9420187,1737127021.9367015,1737127021.9478369,1737127021.9677076,1.0,5,0.9362461566925049,0.06777143478393555,0.14946317672729492,0.23569607734680176,0.30553126335144043,0.19203519821166992,"[0.11859655380249023, 0.21330714225769043]",200000,"[9600000, 349312, 618336]","[48.0, 1.74656, 3.09168]",1737127021
"[1737127019.7274983, 1737127019.885008, 1737127020.0452282, 1737127020.370251, 1737127020.5260777]",1737127020.9381256,1737127020.9584239,1737127023.177905,1737127023.188343,1737127023.2091374,1.0,5,0.9603226184844971,0.1328139305114746,0.13347196578979492,0.2673518657684326,0.3023710250854492,0.3399362564086914,"[0.13117480278015137, 0.22697877883911133]",200000,"[9600000, 366576, 653904]","[48.0, 1.83288, 3.26952]",1737127023
"[1737127020.6911278, 1737127020.848219, 1737127021.0207093, 1737127021.38031, 1737127021.5435934]",1737127021.9222739,1737127021.927462,1737127023.9737213,1737127023.9857056,1737127024.0180705,1.0,5,0.3233978748321533,0.04818081855773926,0.18104934692382812,0.8118429183959961,0.414212703704834,0.31717777252197266,"[0.11527180671691895, 0.20471930503845215]",200000,"[9600000, 347344, 615440]","[48.0, 1.73672, 3.0772]",1737127024
"[1737127021.7171075, 1737127021.884066, 1737127022.0563462, 1737127022.2293403, 1737127022.583001]",1737127023.1510978,1737127023.162134,1737127025.1434696,1737127025.1580606,1737127025.1716876,1.0,5,0.8187050819396973,0.1139364242553711,0.14409828186035156,0.2634553909301758,0.2917025089263916,0.2686147689819336,"[0.11604762077331543, 0.2039182186126709]",200000,"[9600000, 352576, 623776]","[48.0, 1.76288, 3.11888]",1737127025
"[1737127022.7546194, 1737127022.9308157, 1737127023.0941997, 1737127023.4269867, 1737127023.5968382]",1737127023.9651806,1737127023.9731667,1737127025.9011393,1737127025.916835,1737127026.0119705,1.0,5,0.32617783546447754,0.036570072174072266,0.16376924514770508,0.7470624446868896,0.3949604034423828,0.2927706241607666,"[0.11096572875976562, 0.1936190128326416]",200000,"[9600000, 332824, 590520]","[48.0, 1.66412, 2.9526]",1737127026
"[1737127023.7715533, 1737127023.9350352, 1737127024.11636, 1737127024.4368484, 1737127024.6070867]",1737127024.939566,1737127025.1245987,1737127026.9123476,1737127026.9221625,1737127027.017977,1.0,5,0.6881680488586426,0.10474753379821777,0.05771064758300781,0.2095956802368164,0.2616453170776367,0.22952032089233398,"[0.11502861976623535, 0.2056562900543213]",200000,"[9600000, 345648, 619216]","[48.0, 1.72824, 3.09608]",1737127027
"[1737127024.760035, 1737127024.922339, 1737127025.0870605, 1737127025.4254277, 1737127025.593769]",1737127025.9004824,1737127025.900729,1737127027.7918987,1737127027.802284,1737127028.0184102,1.0,5,0.23894524574279785,0.1418917179107666,0.042569875717163086,0.7397603988647461,0.7710163593292236,0.31812310218811035,"[0.12075042724609375, 0.2013864517211914]",200000,"[9600000, 346528, 619904]","[48.0, 1.73264, 3.09952]",1737127028
"[1737127025.7419755, 1737127025.8992977, 1737127026.079857, 1737127026.4295404, 1737127026.5839477]",1737127026.916925,1737127026.9171815,1737127028.8288608,1737127028.8420985,1737127029.018443,1.0,5,0.9328963756561279,0.01738286018371582,0.0365447998046875,0.28539276123046875,0.2602357864379883,0.29492712020874023,"[0.11665654182434082, 0.1993086338043213]",200000,"[9600000, 338432, 599104]","[48.0, 1.69216, 2.99552]",1737127029
"[1737127026.746704, 1737127026.908563, 1737127027.0919623, 1737127027.421986, 1737127027.5911822]",1737127027.9358752,1737127027.9361408,1737127029.7564943,1737127029.766699,1737127030.0178015,1.0,5,0.8827259540557861,0.028673887252807617,0.03739786148071289,0.19443917274475098,0.3440525531768799,0.26256227493286133,"[0.11132526397705078, 0.19705915451049805]",200000,"[9600000, 338592, 600288]","[48.0, 1.69296, 3.00144]",1737127030
"[1737127027.7574358, 1737127027.9374993, 1737127028.1167095, 1737127028.2956307, 1737127028.6269083]",1737127028.993823,1737127028.9939153,1737127030.640159,1737127030.6499035,1737127031.0101483,1.0,5,0.665144681930542,0.029793500900268555,0.038902997970581055,0.18800020217895508,0.2873055934906006,0.2714412212371826,"[0.1144111156463623, 0.19978070259094238]",200000,"[9600000, 345824, 616512]","[48.0, 1.72912, 3.08256]",1737127031
"[1737127028.8053722, 1737127028.9976041, 1737127029.196991, 1737127029.3782454, 1737127029.5678768]",1737127029.9364097,1737127029.9365182,1737127031.7749417,1737127031.7865257,1737127032.0097897,1.0,5,0.738234281539917,0.03219294548034668,0.06103110313415527,0.2781803607940674,0.23185491561889648,0.3218815326690674,"[0.11951231956481934, 0.20082545280456543]",200000,"[9600000, 346296, 618680]","[48.0, 1.73148, 3.0934]",1737127032
"[1737127029.733858, 1737127029.9407642, 1737127030.1192245, 1737127030.3118699, 1737127030.4906406]",1737127030.8615072,1737127030.8616,1737127032.8218424,1737127032.831108,1737127033.0105684,1.0,5,0.984266996383667,0.017609596252441406,0.037477970123291016,0.17029762268066406,0.3089611530303955,0.3200562000274658,"[0.1164100170135498, 0.20156478881835938]",200000,"[9600000, 343600, 610224]","[48.0, 1.718, 3.05112]",1737127033
"[1737127030.682612, 1737127030.865144, 1737127031.0644393, 1737127031.2507336, 1737127031.432293]",1737127032.0170097,1737127032.0171125,1737127033.8082845,1737127033.8193417,1737127034.0100605,1.0,5,0.7323043346405029,0.03061676025390625,0.03683304786682129,0.1637272834777832,0.31232714653015137,0.3276522159576416,"[0.12708139419555664, 0.20987582206726074]",200000,"[9600000, 353040, 622512]","[48.0, 1.7652, 3.11256]",1737127034
"[1737127031.8116338, 1737127032.0217388, 1737127032.2169335, 1737127032.404925, 1737127032.5921147]",1737127032.9651153,1737127032.9652042,1737127034.7374063,1737127034.7474878,1737127035.01058,1.0,5,0.7576220035552979,0.030589580535888672,0.0440363883972168,0.17323875427246094,0.28238701820373535,0.31380748748779297,"[0.12126588821411133, 0.2014908790588379]",200000,"[9600000, 347536, 617328]","[48.0, 1.73768, 3.08664]",1737127035
"[1737127032.7723877, 1737127032.9686568, 1737127033.1655204, 1737127033.3378685, 1737127033.5303812]",1737127033.9165726,1737127033.9167948,1737127035.6455686,1737127035.6535892,1737127036.013139,1.0,5,0.8762791156768799,0.031198501586914062,0.06911277770996094,0.2042839527130127,0.24125885963439941,0.19070839881896973,"[0.11418294906616211, 0.20220088958740234]",200000,"[9600000, 350560, 617632]","[48.0, 1.7528, 3.08816]",1737127036
"[1737127033.7186081, 1737127033.9197595, 1737127034.121291, 1737127034.315946, 1737127034.5101912]",1737127034.9028978,1737127034.9029796,1737127036.685643,1737127036.6973584,1737127037.015892,1.0,5,0.7636547088623047,0.016470670700073242,0.03438615798950195,0.1545267105102539,0.2965989112854004,0.3487894535064697,"[0.12320518493652344, 0.20662498474121094]",200000,"[9600000, 351440, 626416]","[48.0, 1.7572, 3.13208]",1737127037
"[1737127034.7051141, 1737127034.9031315, 1737127035.1085246, 1737127035.291148, 1737127035.4937756]",1737127035.9076138,1737127035.9081037,1737127037.6511014,1737127037.662006,1737127038.018112,1.0,5,0.7691221237182617,0.04366779327392578,0.03759002685546875,0.18825650215148926,0.2995936870574951,0.32615184783935547,"[0.12030744552612305, 0.208878755569458]",200000,"[9600000, 352272, 628272]","[48.0, 1.76136, 3.14136]",1737127038
