timestamps_capturing,timestamps_sampling,timestamps_codec_start,timestamps_codec_end,timestamps_media_server_received,timestamps_server_published,segment_duration,frame_rate,time_measurements_analysis,time_measurements_hyper_analysis,time_measurements_factorized_model,time_measurements_hyper_synthesis,time_measurements_geometry_compression,time_measurements_gaussian_model,time_measurements_bitstream_writing,gop_info_num_points,gop_info_bandwidth,gop_info_bpp,ID
"[1737126905.517088, 1737126905.7676587, 1737126905.9551868, 1737126906.1321442, 1737126906.302737]",1737126906.9255328,1737126906.9256525,1737126910.2240653,1737126910.2398262,1737126910.5367162,1.0,5,1.447007179260254,0.20092177391052246,0.2451329231262207,0.3154335021972656,0.34235215187072754,0.6909034252166748,"[0.11745953559875488, 0.20473289489746094]",200000,"[9600000, 357512, 631848]","[48.0, 1.78756, 3.15924]",1737126910
"[1737126906.6604593, 1737126906.8448408, 1737126907.024092, 1737126907.2146354, 1737126907.3816893]",1737126907.7428489,1737126907.7429826,1737126910.9108028,1737126910.9228659,1737126911.0186088,1.0,5,0.7673354148864746,0.12493586540222168,0.07611918449401855,0.4173583984375,0.2426612377166748,0.3456149101257324,"[0.11772441864013672, 0.21516871452331543]",200000,"[9600000, 364336, 651760]","[48.0, 1.82168, 3.2588]",1737126911
"[1737126907.55955, 1737126907.7433026, 1737126907.912748, 1737126908.0912006, 1737126908.2859266]",1737126908.7492266,1737126908.7495687,1737126911.9038718,1737126911.9160426,1737126912.0257154,1.0,5,0.3249073028564453,0.20319819450378418,0.5379576683044434,0.9324960708618164,0.7839937210083008,0.35256004333496094,"[0.12083077430725098, 0.21463942527770996]",200000,"[9600000, 369192, 658760]","[48.0, 1.84596, 3.2938]",1737126912
"[1737126908.523765, 1737126908.7375934, 1737126908.9189494, 1737126909.0889106, 1737126909.3873274]",1737126910.233284,1737126910.2335527,1737126913.0628707,1737126913.072248,1737126913.0904086,1.0,5,1.6238594055175781,0.14794158935546875,0.13092803955078125,0.18989777565002441,0.3125898838043213,0.4081258773803711,"[0.1051633358001709, 0.17137980461120605]",200000,"[9600000, 290944, 522240]","[48.0, 1.45472, 2.6112]",1737126913
"[1737126909.547915, 1737126909.6897144, 1737126909.9631653, 1737126910.1024122, 1737126910.348378]",1737126910.9163313,1737126910.9165027,1737126913.9427836,1737126913.9512205,1737126914.0173485,1.0,5,0.42244744300842285,0.09620046615600586,0.12178778648376465,0.7931950092315674,0.7160325050354004,0.33966803550720215,"[0.09499454498291016, 0.16526389122009277]",193048,"[9266304, 282104, 502904]","[48.0, 1.4613153205420413, 2.605072313621483]",1737126914
"[1737126910.5980136, 1737126910.8556352, 1737126910.9882216, 1737126911.248191, 1737126911.3656526]",1737126911.9107952,1737126911.910878,1737126914.8853807,1737126914.8959959,1737126915.0176983,1.0,5,0.7510478496551514,0.07248616218566895,0.47092413902282715,0.545264720916748,0.2911827564239502,0.4399268627166748,"[0.10265707969665527, 0.17424917221069336]",192434,"[9236832, 290632, 524392]","[48.0, 1.510294438612719, 2.7250485880873443]",1737126915
"[1737126911.604094, 1737126911.841809, 1737126911.9736853, 1737126912.2547126, 1737126912.3882565]",1737126913.068369,1737126913.0684183,1737126915.7833257,1737126915.7922518,1737126916.0171192,1.0,5,0.9714667797088623,0.14738011360168457,0.14630627632141113,0.7303352355957031,0.2902791500091553,0.3987464904785156,"[0.10096621513366699, 0.16988515853881836]",194971,"[9358608, 288680, 519560]","[48.0, 1.4806304527339964, 2.6648065609757348]",1737126916
"[1737126912.5235977, 1737126912.6609035, 1737126912.9477592, 1737126913.0864718, 1737126913.3740866]",1737126913.94984,1737126913.9500575,1737126916.5080605,1737126916.5191507,1737126917.0253093,1.0,5,0.8279905319213867,0.18768811225891113,0.11170554161071777,0.7789874076843262,0.29178333282470703,0.24422979354858398,"[0.09519505500793457, 0.17112970352172852]",200000,"[9600000, 286784, 520288]","[48.0, 1.43392, 2.60144]",1737126917
"[1737126913.627103, 1737126913.8765855, 1737126914.0203595, 1737126914.2872705, 1737126914.4326172]",1737126914.8910477,1737126914.8913934,1737126917.4397047,1737126917.448269,1737126918.010134,1.0,5,1.0940217971801758,0.1028904914855957,0.492478609085083,0.23118352890014648,0.540184497833252,0.3282933235168457,"[0.09674286842346191, 0.171919584274292]",200000,"[9600000, 289864, 520424]","[48.0, 1.44932, 2.60212]",1737126918
"[1737126914.5582347, 1737126914.819576, 1737126914.9682446, 1737126915.1064608, 1737126915.3625891]",1737126915.791979,1737126915.7927587,1737126918.327211,1737126918.3376772,1737126919.0136158,1.0,5,0.6845505237579346,0.1981220245361328,0.13031673431396484,0.6270878314971924,0.24962544441223145,0.4028921127319336,"[0.10030078887939453, 0.1665787696838379]",200000,"[9600000, 280728, 506744]","[48.0, 1.40364, 2.53372]",1737126919
